time,P,G(i),H_sun,T2m,WS10m,Int
20231003:1610,3.46,13.38,2.54,21.03,2.34,0.0
20231003:1710,0.0,0.0,0.0,19.7,2.21,0.0
20231003:1810,0.0,0.0,0.0,18.84,2.07,0.0
20231003:1910,0.0,0.0,0.0,18.18,1.93,0.0
20231003:2010,0.0,0.0,0.0,17.48,1.86,0.0
20231003:2110,0.0,0.0,0.0,16.84,1.93,0.0
20231003:2210,0.0,0.0,0.0,17.4,2.55,0.0
20231003:2310,0.0,0.0,0.0,19.08,4.0,0.0
20231004:0010,0.0,0.0,0.0,19.08,4.9,0.0
20231004:0110,0.0,0.0,0.0,18.29,5.45,0.0
20231004:0210,0.0,0.0,0.0,17.34,5.93,0.0
20231004:0310,0.0,0.0,0.0,16.23,5.66,0.0
20231004:0410,0.0,0.0,0.0,15.51,4.97,0.0
20231004:0510,0.0,4.88,1.59,14.93,4.28,0.0
20231004:0610,141.92,197.21,11.42,14.62,3.66,0.0
20231004:0710,256.91,318.93,20.54,14.53,3.31,0.0
20231004:0810,152.61,196.7,28.44,14.78,3.38,0.0
20231004:0910,216.19,271.14,34.43,14.8,2.69,0.0
20231004:1010,494.11,606.22,37.75,15.36,2.62,0.0
20231004:1110,401.94,495.13,37.85,16.29,2.55,0.0
20231004:1210,28.69,49.76,34.71,17.13,2.28,0.0
20231004:1310,197.95,253.13,28.87,17.12,1.59,0.0
20231004:1410,359.42,454.46,21.07,17.06,0.9,0.0
20231004:1510,136.54,191.14,12.0,17.04,0.62,0.0
20231004:1610,2.06,10.51,2.2,16.12,0.55,0.0
20231004:1710,0.0,0.0,0.0,14.67,0.76,0.0
20231004:1810,0.0,0.0,0.0,13.1,1.31,0.0
20231004:1910,0.0,0.0,0.0,12.04,1.66,0.0
20231004:2010,0.0,0.0,0.0,10.91,1.66,0.0
20231004:2110,0.0,0.0,0.0,10.25,1.59,0.0
20231004:2210,0.0,0.0,0.0,9.85,1.59,0.0
20231004:2310,0.0,0.0,0.0,9.66,1.52,0.0
20231005:0010,0.0,0.0,0.0,9.43,1.52,0.0
20231005:0110,0.0,0.0,0.0,9.22,1.59,0.0
20231005:0210,0.0,0.0,0.0,9.05,1.59,0.0
20231005:0310,0.0,0.0,0.0,8.73,1.59,0.0
20231005:0410,0.0,0.0,0.0,8.34,1.59,0.0
20231005:0510,0.0,0.98,1.35,8.08,1.59,0.0
20231005:0610,147.93,201.69,11.17,8.76,1.24,0.0
20231005:0710,256.21,318.08,20.27,11.78,0.83,0.0
20231005:0810,345.04,427.11,28.13,14.33,0.69,0.0
20231005:0910,560.04,701.25,34.08,16.01,1.38,0.0
20231005:1010,621.36,782.75,37.38,17.13,1.93,0.0
20231005:1110,608.23,766.68,37.46,17.86,2.07,0.0
20231005:1210,540.19,679.48,34.32,18.8,2.0,0.0
20231005:1310,472.77,595.91,28.49,19.51,1.66,0.0
20231005:1410,267.57,342.8,20.71,19.67,1.24,0.0
20231005:1510,59.55,90.64,11.65,19.27,0.97,0.0
20231005:1610,0.0,5.73,1.86,17.96,0.69,0.0
20231005:1710,0.0,0.0,0.0,16.99,0.14,0.0
20231005:1810,0.0,0.0,0.0,15.21,0.97,0.0
20231005:1910,0.0,0.0,0.0,14.99,1.52,0.0
20231005:2010,0.0,0.0,0.0,14.62,1.45,0.0
20231005:2110,0.0,0.0,0.0,14.11,1.45,0.0
20231005:2210,0.0,0.0,0.0,13.68,1.66,0.0
20231005:2310,0.0,0.0,0.0,13.3,1.86,0.0
20231006:0010,0.0,0.0,0.0,12.83,1.93,0.0
20231006:0110,0.0,0.0,0.0,12.1,1.86,0.0
20231006:0210,0.0,0.0,0.0,11.68,1.72,0.0
20231006:0310,0.0,0.0,0.0,11.01,1.59,0.0
20231006:0410,0.0,0.0,0.0,10.38,1.52,0.0
20231006:0510,0.0,0.0,0.0,9.96,1.38,0.0
20231006:0610,142.39,196.31,10.92,10.16,1.1,0.0
20231006:0710,328.54,407.69,20.0,12.68,0.9,0.0
20231006:0810,489.26,604.21,27.83,14.42,1.31,0.0
20231006:0910,579.48,728.05,33.74,15.68,1.17,0.0
20231006:1010,608.13,777.3,37.0,16.72,0.83,0.0
20231006:1110,576.74,742.54,37.07,17.62,0.48,0.0
20231006:1210,451.03,572.95,33.93,17.8,0.34,0.0
20231006:1310,461.64,585.43,28.11,18.64,0.76,0.0
20231006:1410,295.76,376.12,20.35,18.68,1.38,0.0
20231006:1510,84.98,123.76,11.31,18.3,1.66,0.0
20231006:1610,0.0,3.82,1.53,16.93,1.66,0.0
20231006:1710,0.0,0.0,0.0,15.36,1.66,0.0
20231006:1810,0.0,0.0,0.0,14.22,1.79,0.0
20231006:1910,0.0,0.0,0.0,13.61,2.14,0.0
20231006:2010,0.0,0.0,0.0,13.11,2.21,0.0
20231006:2110,0.0,0.0,0.0,12.67,2.14,0.0
20231006:2210,0.0,0.0,0.0,12.14,2.0,0.0
20231006:2310,0.0,0.0,0.0,11.56,1.86,0.0
20231007:0010,0.0,0.0,0.0,11.01,1.86,0.0
20231007:0110,0.0,0.0,0.0,10.64,1.86,0.0
20231007:0210,0.0,0.0,0.0,10.37,1.79,0.0
20231007:0310,0.0,0.0,0.0,10.16,1.79,0.0
20231007:0410,0.0,0.0,0.0,9.94,1.72,0.0
20231007:0510,0.0,0.0,0.0,9.69,1.72,0.0
20231007:0610,144.36,199.38,10.67,10.11,1.45,0.0
20231007:0710,198.57,250.96,19.72,13.02,0.97,0.0
20231007:0810,455.62,571.11,27.52,16.66,0.83,0.0
20231007:0910,393.82,496.87,33.4,19.06,1.1,0.0
20231007:1010,274.6,351.15,36.63,20.61,1.38,0.0
20231007:1110,288.35,369.27,36.68,21.8,1.72,0.0
20231007:1210,472.37,602.63,33.55,22.59,2.0,0.0
20231007:1310,236.46,306.04,27.74,23.01,2.07,0.0
20231007:1410,174.74,231.91,19.99,22.98,2.07,0.0
20231007:1510,38.49,63.94,10.97,21.98,1.66,0.0
20231007:1610,0.0,0.96,1.2,20.26,1.79,0.0
20231007:1710,0.0,0.0,0.0,18.5,2.0,0.0
20231007:1810,0.0,0.0,0.0,17.55,2.14,0.0
20231007:1910,0.0,0.0,0.0,16.98,2.55,0.0
20231007:2010,0.0,0.0,0.0,17.38,2.9,0.0
20231007:2110,0.0,0.0,0.0,17.25,3.03,0.0
20231007:2210,0.0,0.0,0.0,16.93,3.1,0.0
20231007:2310,0.0,0.0,0.0,17.06,3.17,0.0
20231008:0010,0.0,0.0,0.0,16.98,3.31,0.0
20231008:0110,0.0,0.0,0.0,16.99,3.1,0.0
20231008:0210,0.0,0.0,0.0,16.73,2.83,0.0
20231008:0310,0.0,0.0,0.0,16.73,2.69,0.0
20231008:0410,0.0,0.0,0.0,16.7,2.83,0.0
20231008:0510,0.0,0.0,0.0,16.68,3.1,0.0
20231008:0610,6.58,18.54,10.42,16.81,3.1,0.0
20231008:0710,30.06,51.71,19.45,18.1,3.52,0.0
20231008:0810,97.89,135.62,27.22,19.29,3.45,0.0
20231008:0910,119.48,161.96,33.06,19.96,3.24,0.0
20231008:1010,213.92,273.74,36.26,20.09,4.34,0.0
20231008:1110,209.38,266.68,36.29,18.71,4.41,0.0
20231008:1210,200.9,253.38,33.16,15.89,4.28,0.0
20231008:1310,31.51,52.69,27.37,13.81,4.14,0.0
20231008:1410,20.4,38.05,19.64,12.6,3.59,0.0
20231008:1510,27.93,47.81,10.63,12.09,3.17,0.0
20231008:1610,0.0,0.0,0.0,11.89,2.83,0.0
20231008:1710,0.0,0.0,0.0,11.76,2.62,0.0
20231008:1810,0.0,0.0,0.0,11.78,2.55,0.0
20231008:1910,0.0,0.0,0.0,11.68,2.69,0.0
20231008:2010,0.0,0.0,0.0,11.63,2.41,0.0
20231008:2110,0.0,0.0,0.0,11.59,2.28,0.0
20231008:2210,0.0,0.0,0.0,11.5,1.93,0.0
20231008:2310,0.0,0.0,0.0,11.28,1.17,0.0
20231009:0010,0.0,0.0,0.0,11.21,0.9,0.0
20231009:0110,0.0,0.0,0.0,11.16,1.38,0.0
20231009:0210,0.0,0.0,0.0,10.86,1.93,0.0
20231009:0310,0.0,0.0,0.0,10.82,2.48,0.0
20231009:0410,0.0,0.0,0.0,10.59,3.03,0.0
20231009:0510,0.0,0.0,0.0,10.32,3.17,0.0
20231009:0610,85.46,121.75,10.16,10.32,3.03,0.0
20231009:0710,245.07,299.9,19.17,10.62,3.52,0.0
20231009:0810,338.32,407.23,26.91,12.32,3.45,0.0
20231009:0910,369.82,448.87,32.72,14.19,3.17,0.0
20231009:1010,223.61,282.15,35.88,16.47,2.48,0.0
20231009:1110,427.5,538.33,35.91,18.64,1.24,0.0
20231009:1210,398.51,506.21,32.78,20.21,0.97,0.0
20231009:1310,325.74,414.6,27.0,21.24,1.31,0.0
20231009:1410,170.79,225.95,19.28,21.23,1.45,0.0
20231009:1510,107.93,158.46,10.29,20.26,1.03,0.0
20231009:1610,0.0,0.0,0.0,18.72,0.62,0.0
20231009:1710,0.0,0.0,0.0,17.79,0.41,0.0
20231009:1810,0.0,0.0,0.0,17.3,0.48,0.0
20231009:1910,0.0,0.0,0.0,15.73,0.62,0.0
20231009:2010,0.0,0.0,0.0,14.81,0.9,0.0
20231009:2110,0.0,0.0,0.0,14.46,1.17,0.0
20231009:2210,0.0,0.0,0.0,14.44,1.31,0.0
20231009:2310,0.0,0.0,0.0,13.8,1.45,0.0
20231010:0010,0.0,0.0,0.0,13.1,1.38,0.0
20231010:0110,0.0,0.0,0.0,12.45,1.31,0.0
20231010:0210,0.0,0.0,0.0,12.06,1.38,0.0
20231010:0310,0.0,0.0,0.0,12.22,1.31,0.0
20231010:0410,0.0,0.0,0.0,12.29,1.31,0.0
20231010:0510,0.0,0.0,0.0,12.13,1.24,0.0
20231010:0610,88.03,127.18,9.91,12.44,1.1,0.0
20231010:0710,32.83,54.64,18.9,14.5,0.62,0.0
20231010:0810,104.25,142.07,26.6,15.92,0.41,0.0
20231010:0910,58.61,87.81,32.37,17.88,0.55,0.0
20231010:1010,36.67,60.49,35.51,18.63,0.69,0.0
20231010:1110,44.32,70.25,35.52,18.64,0.55,0.0
20231010:1210,51.28,79.03,32.4,18.83,0.62,0.0
20231010:1310,45.0,71.22,26.63,19.11,0.69,0.0
20231010:1410,182.91,239.67,18.93,19.02,0.41,0.0
20231010:1510,115.27,168.68,9.95,18.69,0.55,0.0
20231010:1610,0.0,0.0,0.0,18.0,1.03,0.0
20231010:1710,0.0,0.0,0.0,16.65,1.38,0.0
20231010:1810,0.0,0.0,0.0,15.49,1.59,0.0
20231010:1910,0.0,0.0,0.0,14.01,1.79,0.0
20231010:2010,0.0,0.0,0.0,13.57,1.86,0.0
20231010:2110,0.0,0.0,0.0,13.08,1.93,0.0
20231010:2210,0.0,0.0,0.0,12.86,1.93,0.0
20231010:2310,0.0,0.0,0.0,12.58,1.93,0.0
20231011:0010,0.0,0.0,0.0,12.31,1.93,0.0
20231011:0110,0.0,0.0,0.0,12.16,2.0,0.0
20231011:0210,0.0,0.0,0.0,12.0,2.0,0.0
20231011:0310,0.0,0.0,0.0,11.9,2.07,0.0
20231011:0410,0.0,0.0,0.0,11.81,2.14,0.0
20231011:0510,0.0,0.0,0.0,11.71,2.21,0.0
20231011:0610,126.06,178.66,9.66,12.16,2.14,0.0
20231011:0710,316.96,392.68,18.62,13.25,1.86,0.0
20231011:0810,483.67,597.58,26.29,15.97,1.93,0.0
20231011:0910,570.25,715.68,32.03,18.26,2.07,0.0
20231011:1010,575.42,727.42,35.14,20.11,2.41,0.0
20231011:1110,600.85,762.35,35.14,21.3,2.83,0.0
20231011:1210,562.75,711.61,32.02,21.91,3.03,0.0
20231011:1310,455.76,573.95,26.27,22.11,3.1,0.0
20231011:1410,300.26,385.42,18.59,21.89,3.03,0.0
20231011:1510,67.47,103.72,9.62,21.09,2.55,0.0
20231011:1610,0.0,0.0,0.0,19.42,2.41,0.0
20231011:1710,0.0,0.0,0.0,17.93,2.34,0.0
20231011:1810,0.0,0.0,0.0,16.91,2.34,0.0
20231011:1910,0.0,0.0,0.0,16.24,2.41,0.0
20231011:2010,0.0,0.0,0.0,15.49,2.28,0.0
20231011:2110,0.0,0.0,0.0,14.85,2.14,0.0
20231011:2210,0.0,0.0,0.0,14.32,2.07,0.0
20231011:2310,0.0,0.0,0.0,13.94,2.07,0.0
20231012:0010,0.0,0.0,0.0,13.64,2.0,0.0
20231012:0110,0.0,0.0,0.0,13.16,2.0,0.0
20231012:0210,0.0,0.0,0.0,12.87,1.93,0.0
20231012:0310,0.0,0.0,0.0,12.57,1.86,0.0
20231012:0410,0.0,0.0,0.0,12.15,1.79,0.0
20231012:0510,0.0,0.0,0.0,11.63,1.72,0.0
20231012:0610,120.8,171.95,9.4,11.67,1.45,0.0
20231012:0710,270.93,338.47,18.34,13.37,1.17,0.0
20231012:0810,467.8,589.54,25.99,17.28,0.76,0.0
20231012:0910,531.46,693.4,31.69,20.73,0.21,0.0
20231012:1010,584.84,775.03,34.77,22.59,0.41,0.0
20231012:1110,586.47,775.08,34.76,23.66,0.83,0.0
20231012:1210,539.08,705.36,31.64,24.19,1.1,0.0
20231012:1310,438.44,567.87,25.91,24.31,1.24,0.0
20231012:1410,294.73,386.86,18.24,24.01,1.24,0.0
20231012:1510,103.46,156.42,9.29,23.0,1.17,0.0
20231012:1610,0.0,0.0,0.0,21.35,1.31,0.0
20231012:1710,0.0,0.0,0.0,19.17,1.1,0.0
20231012:1810,0.0,0.0,0.0,17.82,1.17,0.0
20231012:1910,0.0,0.0,0.0,16.7,1.38,0.0
20231012:2010,0.0,0.0,0.0,16.1,1.66,0.0
20231012:2110,0.0,0.0,0.0,15.92,1.72,0.0
20231012:2210,0.0,0.0,0.0,15.82,1.79,0.0
20231012:2310,0.0,0.0,0.0,15.22,1.86,0.0
20231013:0010,0.0,0.0,0.0,14.91,2.0,0.0
20231013:0110,0.0,0.0,0.0,14.67,2.0,0.0
20231013:0210,0.0,0.0,0.0,14.38,2.0,0.0
20231013:0310,0.0,0.0,0.0,13.99,1.93,0.0
20231013:0410,0.0,0.0,0.0,13.64,1.86,0.0
20231013:0510,0.0,0.0,0.0,13.18,1.72,0.0
20231013:0610,107.12,154.81,9.15,13.18,1.38,0.0
20231013:0710,280.13,354.55,18.06,15.41,0.69,0.0
20231013:0810,430.19,551.14,25.68,19.55,0.21,0.0
20231013:0910,524.79,681.52,31.35,21.62,0.62,0.0
20231013:1010,583.21,762.01,34.41,22.92,1.17,0.0
20231013:1110,574.24,743.98,34.38,23.73,1.93,0.0
20231013:1210,531.63,681.75,31.26,24.02,2.48,0.0
20231013:1310,428.98,545.69,25.54,23.93,2.9,0.0
20231013:1410,270.36,351.23,17.9,23.37,2.9,0.0
20231013:1510,112.32,169.31,8.96,22.25,2.48,0.0
20231013:1610,0.0,0.0,0.0,20.46,2.48,0.0
20231013:1710,0.0,0.0,0.0,18.93,2.48,0.0
20231013:1810,0.0,0.0,0.0,17.89,2.48,0.0
20231013:1910,0.0,0.0,0.0,17.11,2.69,0.0
20231013:2010,0.0,0.0,0.0,16.46,2.76,0.0
20231013:2110,0.0,0.0,0.0,15.91,2.76,0.0
20231013:2210,0.0,0.0,0.0,15.39,2.76,0.0
20231013:2310,0.0,0.0,0.0,14.89,2.76,0.0
20231014:0010,0.0,0.0,0.0,14.43,2.76,0.0
20231014:0110,0.0,0.0,0.0,14.05,2.62,0.0
20231014:0210,0.0,0.0,0.0,13.58,2.41,0.0
20231014:0310,0.0,0.0,0.0,13.13,2.21,0.0
20231014:0410,0.0,0.0,0.0,12.7,2.0,0.0
20231014:0510,0.0,0.0,0.0,12.14,1.86,0.0
20231014:0610,113.39,163.29,8.89,12.16,1.66,0.0
20231014:0710,301.29,377.26,17.79,13.77,1.03,0.0
20231014:0810,455.63,572.06,25.37,17.27,0.97,0.0
20231014:0910,547.99,700.44,31.01,19.83,1.17,0.0
20231014:1010,590.19,764.45,34.04,21.54,1.31,0.0
20231014:1110,589.36,764.56,34.0,22.68,1.59,0.0
20231014:1210,537.69,694.66,30.89,23.4,1.66,0.0
20231014:1310,421.68,542.08,25.19,23.43,1.45,0.0
20231014:1410,230.4,303.55,17.56,23.09,1.1,0.0
20231014:1510,47.61,77.98,8.64,22.27,0.76,0.0
20231014:1610,0.0,0.0,0.0,20.59,1.59,0.0
20231014:1710,0.0,0.0,0.0,19.09,1.66,0.0
20231014:1810,0.0,0.0,0.0,17.79,1.79,0.0
20231014:1910,0.0,0.0,0.0,16.63,1.1,0.0
20231014:2010,0.0,0.0,0.0,16.13,1.1,0.0
20231014:2110,0.0,0.0,0.0,15.79,2.07,0.0
20231014:2210,0.0,0.0,0.0,15.28,3.17,0.0
20231014:2310,0.0,0.0,0.0,14.75,4.14,0.0
20231015:0010,0.0,0.0,0.0,13.41,3.93,0.0
20231015:0110,0.0,0.0,0.0,12.33,3.86,0.0
20231015:0210,0.0,0.0,0.0,11.45,3.93,0.0
20231015:0310,0.0,0.0,0.0,10.83,3.93,0.0
20231015:0410,0.0,0.0,0.0,10.29,3.93,0.0
20231015:0510,0.0,0.0,0.0,9.81,3.79,0.0
20231015:0610,83.3,120.76,8.64,9.53,3.52,0.0
20231015:0710,34.5,55.61,17.51,9.78,3.17,0.0
20231015:0810,76.13,105.37,25.06,10.14,3.1,0.0
20231015:0910,31.99,52.69,30.67,10.77,3.59,0.0
20231015:1010,45.53,69.27,33.68,10.32,2.48,0.0
20231015:1110,28.18,47.81,33.62,10.16,1.66,0.0
20231015:1210,67.57,95.62,30.52,10.2,1.31,0.0
20231015:1310,31.21,51.71,24.83,10.37,1.03,0.0
20231015:1410,43.83,67.32,17.22,10.42,1.03,0.0
20231015:1510,14.14,29.27,8.32,10.33,1.31,0.0
20231015:1610,0.0,0.0,0.0,9.67,1.17,0.0
20231015:1710,0.0,0.0,0.0,9.0,1.38,0.0
20231015:1810,0.0,0.0,0.0,8.14,1.86,0.0
20231015:1910,0.0,0.0,0.0,6.78,2.48,0.0
20231015:2010,0.0,0.0,0.0,6.27,2.41,0.0
20231015:2110,0.0,0.0,0.0,6.02,2.62,0.0
20231015:2210,0.0,0.0,0.0,5.84,2.69,0.0
20231015:2310,0.0,0.0,0.0,5.59,2.62,0.0
20231016:0010,0.0,0.0,0.0,5.3,2.41,0.0
20231016:0110,0.0,0.0,0.0,4.95,2.28,0.0
20231016:0210,0.0,0.0,0.0,4.43,2.0,0.0
20231016:0310,0.0,0.0,0.0,3.94,1.79,0.0
20231016:0410,0.0,0.0,0.0,3.4,1.66,0.0
20231016:0510,0.0,0.0,0.0,2.7,1.52,0.0
20231016:0610,126.91,175.37,8.38,2.58,1.1,0.0
20231016:0710,327.03,395.83,17.23,5.25,0.41,0.0
20231016:0810,494.34,596.76,24.75,7.23,0.48,0.0
20231016:0910,594.25,725.54,30.33,8.44,0.76,0.0
20231016:1010,632.1,779.16,33.31,9.57,0.9,0.0
20231016:1110,601.61,742.0,33.25,10.7,0.97,0.0
20231016:1210,564.34,694.43,30.15,11.31,0.97,0.0
20231016:1310,439.08,533.81,24.48,11.21,1.17,0.0
20231016:1410,292.08,361.26,16.89,11.17,1.52,0.0
20231016:1510,92.3,135.39,8.0,10.78,1.59,0.0
20231016:1610,0.0,0.0,0.0,9.63,1.72,0.0
20231016:1710,0.0,0.0,0.0,8.46,1.66,0.0
20231016:1810,0.0,0.0,0.0,7.45,1.45,0.0
20231016:1910,0.0,0.0,0.0,6.79,1.45,0.0
20231016:2010,0.0,0.0,0.0,5.91,1.45,0.0
20231016:2110,0.0,0.0,0.0,5.36,1.45,0.0
20231016:2210,0.0,0.0,0.0,4.69,1.38,0.0
20231016:2310,0.0,0.0,0.0,4.21,1.31,0.0
20231017:0010,0.0,0.0,0.0,3.81,1.24,0.0
20231017:0110,0.0,0.0,0.0,3.49,1.24,0.0
20231017:0210,0.0,0.0,0.0,3.57,1.24,0.0
20231017:0310,0.0,0.0,0.0,3.65,1.24,0.0
20231017:0410,0.0,0.0,0.0,3.55,1.31,0.0
20231017:0510,0.0,0.0,0.0,3.7,1.31,0.0
20231017:0610,104.9,147.47,8.12,3.72,1.38,0.0
20231017:0710,321.58,387.44,16.95,5.58,1.24,0.0
20231017:0810,484.07,574.48,24.45,7.2,1.79,0.0
20231017:0910,575.07,681.67,30.0,8.54,2.97,0.0
20231017:1010,484.08,573.15,32.95,8.97,3.03,0.0
20231017:1110,467.48,554.2,32.88,9.4,3.1,0.0
20231017:1210,463.7,549.85,29.79,9.45,2.97,0.0
20231017:1310,370.03,440.64,24.13,9.61,2.83,0.0
20231017:1410,101.19,134.2,16.56,9.42,2.69,0.0
20231017:1510,33.6,55.57,7.69,9.14,2.55,0.0
20231017:1610,0.0,0.0,0.0,8.61,2.14,0.0
20231017:1710,0.0,0.0,0.0,8.1,1.93,0.0
20231017:1810,0.0,0.0,0.0,7.81,1.79,0.0
20231017:1910,0.0,0.0,0.0,7.66,2.0,0.0
20231017:2010,0.0,0.0,0.0,7.34,2.0,0.0
20231017:2110,0.0,0.0,0.0,6.93,1.86,0.0
20231017:2210,0.0,0.0,0.0,6.3,1.72,0.0
20231017:2310,0.0,0.0,0.0,5.8,1.66,0.0
20231018:0010,0.0,0.0,0.0,5.53,1.79,0.0
20231018:0110,0.0,0.0,0.0,5.24,1.79,0.0
20231018:0210,0.0,0.0,0.0,4.93,1.66,0.0
20231018:0310,0.0,0.0,0.0,4.48,1.59,0.0
20231018:0410,0.0,0.0,0.0,4.03,1.79,0.0
20231018:0510,0.0,0.0,0.0,4.01,1.93,0.0
20231018:0610,93.12,132.56,7.87,4.04,1.86,0.0
20231018:0710,226.32,274.58,16.67,5.56,1.93,0.0
20231018:0810,408.38,481.13,24.14,7.66,2.83,0.0
20231018:0910,549.38,648.12,29.66,9.23,3.79,0.0
20231018:1010,541.92,640.64,32.59,10.11,4.21,0.0
20231018:1110,510.17,603.94,32.51,10.63,4.28,0.0
20231018:1210,440.75,522.62,29.43,11.21,4.34,0.0
20231018:1310,295.62,355.39,23.79,11.35,4.21,0.0
20231018:1410,160.63,203.73,16.23,11.19,4.07,0.0
20231018:1510,11.37,25.37,7.37,10.73,3.59,0.0
20231018:1610,0.0,0.0,0.0,9.86,3.31,0.0
20231018:1710,0.0,0.0,0.0,9.12,3.24,0.0
20231018:1810,0.0,0.0,0.0,8.87,3.45,0.0
20231018:1910,0.0,0.0,0.0,8.46,3.59,0.0
20231018:2010,0.0,0.0,0.0,8.38,3.66,0.0
20231018:2110,0.0,0.0,0.0,8.25,3.59,0.0
20231018:2210,0.0,0.0,0.0,8.08,3.45,0.0
20231018:2310,0.0,0.0,0.0,8.04,3.24,0.0
20231019:0010,0.0,0.0,0.0,8.06,3.03,0.0
20231019:0110,0.0,0.0,0.0,7.87,2.83,0.0
20231019:0210,0.0,0.0,0.0,7.79,2.83,0.0
20231019:0310,0.0,0.0,0.0,7.87,2.9,0.0
20231019:0410,0.0,0.0,0.0,7.75,2.9,0.0
20231019:0510,0.0,0.0,0.0,7.68,2.83,0.0
20231019:0610,79.17,116.78,7.61,7.95,2.83,0.0
20231019:0710,226.24,278.2,16.39,8.87,2.48,0.0
20231019:0810,389.93,466.61,23.83,11.54,3.24,0.0
20231019:0910,372.42,449.84,29.32,14.07,3.72,0.0
20231019:1010,288.79,355.9,32.24,16.24,3.93,0.0
20231019:1110,431.26,528.55,32.15,17.88,4.07,0.0
20231019:1210,247.69,311.32,29.07,19.07,4.28,0.0
20231019:1310,15.5,32.2,23.44,19.48,4.76,0.0
20231019:1410,44.42,70.25,15.91,19.11,4.76,0.0
20231019:1510,10.26,24.39,7.07,18.26,4.97,0.0
20231019:1610,0.0,0.0,0.0,17.19,4.55,0.0
20231019:1710,0.0,0.0,0.0,16.19,4.21,0.0
20231019:1810,0.0,0.0,0.0,15.72,4.0,0.0
20231019:1910,0.0,0.0,0.0,15.1,3.79,0.0
20231019:2010,0.0,0.0,0.0,14.95,3.86,0.0
20231019:2110,0.0,0.0,0.0,14.87,4.07,0.0
20231019:2210,0.0,0.0,0.0,14.79,4.21,0.0
20231019:2310,0.0,0.0,0.0,14.89,4.34,0.0
20231020:0010,0.0,0.0,0.0,15.07,4.41,0.0
20231020:0110,0.0,0.0,0.0,15.21,4.55,0.0
20231020:0210,0.0,0.0,0.0,15.39,4.76,0.0
20231020:0310,0.0,0.0,0.0,15.38,4.83,0.0
20231020:0410,0.0,0.0,0.0,15.7,4.97,0.0
20231020:0510,0.0,0.0,0.0,16.17,5.24,0.0
20231020:0610,26.61,47.84,7.35,16.89,5.93,0.0
20231020:0710,10.32,24.39,16.11,17.23,6.62,0.0
20231020:0810,28.58,49.76,23.52,18.28,7.03,0.0
20231020:0910,42.14,67.32,28.99,19.08,6.34,0.0
20231020:1010,35.08,58.54,31.88,19.93,6.62,0.0
20231020:1110,24.57,44.88,31.78,20.69,7.31,0.0
20231020:1210,58.02,87.81,28.71,21.28,6.83,0.0
20231020:1310,170.85,222.59,23.1,21.19,5.59,0.0
20231020:1410,102.44,142.2,15.59,21.1,5.79,0.0
20231020:1510,41.06,70.4,6.76,21.0,5.03,0.0
20231020:1610,0.0,0.0,0.0,20.96,4.83,0.0
20231020:1710,0.0,0.0,0.0,20.72,4.83,0.0
20231020:1810,0.0,0.0,0.0,20.42,4.76,0.0
20231020:1910,0.0,0.0,0.0,19.87,4.62,0.0
20231020:2010,0.0,0.0,0.0,19.38,4.55,0.0
20231020:2110,0.0,0.0,0.0,19.08,4.55,0.0
20231020:2210,0.0,0.0,0.0,18.91,4.76,0.0
20231020:2310,0.0,0.0,0.0,18.76,5.03,0.0
20231021:0010,0.0,0.0,0.0,18.37,5.03,0.0
20231021:0110,0.0,0.0,0.0,18.06,4.97,0.0
20231021:0210,0.0,0.0,0.0,17.67,4.69,0.0
20231021:0310,0.0,0.0,0.0,17.17,4.55,0.0
20231021:0410,0.0,0.0,0.0,16.74,4.34,0.0
20231021:0510,0.0,0.0,0.0,16.32,4.21,0.0
20231021:0610,3.2,12.68,7.09,16.18,4.07,0.0
20231021:0710,194.63,248.12,15.83,15.24,3.31,0.0
20231021:0810,255.56,317.31,23.22,16.49,3.59,0.0
20231021:0910,429.47,527.7,28.66,17.86,3.45,0.0
20231021:1010,534.25,663.14,31.53,19.09,3.31,0.0
20231021:1110,472.04,587.19,31.42,19.69,3.1,0.0
20231021:1210,375.19,467.62,28.36,19.86,2.9,0.0
20231021:1310,123.0,165.96,22.77,20.0,2.97,0.0
20231021:1410,182.79,239.65,15.27,19.66,2.83,0.0
20231021:1510,10.85,25.37,6.46,19.0,2.48,0.0
20231021:1610,0.0,0.0,0.0,18.03,2.62,0.0
20231021:1710,0.0,0.0,0.0,17.18,2.34,0.0
20231021:1810,0.0,0.0,0.0,16.44,2.28,0.0
20231021:1910,0.0,0.0,0.0,15.53,3.38,0.0
20231021:2010,0.0,0.0,0.0,15.18,2.97,0.0
20231021:2110,0.0,0.0,0.0,14.98,2.97,0.0
20231021:2210,0.0,0.0,0.0,14.71,2.76,0.0
20231021:2310,0.0,0.0,0.0,14.53,2.34,0.0
20231022:0010,0.0,0.0,0.0,14.38,2.07,0.0
20231022:0110,0.0,0.0,0.0,14.36,1.66,0.0
20231022:0210,0.0,0.0,0.0,14.15,1.17,0.0
20231022:0310,0.0,0.0,0.0,13.74,1.03,0.0
20231022:0410,0.0,0.0,0.0,13.31,1.17,0.0
20231022:0510,0.0,0.0,0.0,12.84,1.45,0.0
20231022:0610,35.63,60.1,6.84,12.74,1.52,0.0
20231022:0710,27.73,47.81,15.55,13.27,1.72,0.0
20231022:0810,70.44,100.49,22.91,13.9,1.38,0.0
20231022:0910,57.13,84.88,28.32,15.14,1.72,0.0
